,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,is_location_exact,property_type,price,weekly_price,monthly_price,neighbourhood_cleansed_index,neighbourhood_group_cleansed_index,property_type_index
219,Sol,Centro,28012.0,40.416611002648565,-3.7028232152595737,1,Apartment,82.0,446.0,1620.0,16,1,0
220,Embajadores,Centro,28005.0,40.408165516104496,-3.710201011976936,1,Apartment,112.0,750.0,2790.0,12,1,0
221,Palacio,Centro,28005.0,40.4137756937528,-3.7125256429454265,1,Apartment,60.0,455.0,1800.0,11,1,0
222,Universidad,Centro,28004.0,40.42203945842089,-3.7048112690378736,1,Apartment,85.0,500.0,1500.0,15,1,0
223,Justicia,Centro,28004.0,40.42142389693279,-3.701022925718345,1,Apartment,59.0,395.0,1191.0,14,1,0
224,Sol,Centro,28013.0,40.41916670318505,-3.706242493034976,1,Apartment,75.0,440.0,1580.0,16,1,0
225,Embajadores,Centro,28012.0,40.40909446706768,-3.700454518162982,1,Apartment,83.0,483.0,1860.0,12,1,0
226,Universidad,Centro,28004.0,40.42408451049312,-3.703803594048604,1,Apartment,81.0,446.0,1620.0,15,1,0
227,Sol,Centro,28012.0,40.415876927681715,-3.702000986821528,1,Apartment,82.0,446.0,1620.0,16,1,0
228,Sol,Centro,28012.0,40.41644448481897,-3.7022248644723184,1,Apartment,82.0,446.0,1620.0,16,1,0
229,Sol,Centro,28013.0,40.42001299287744,-3.7012009524100624,1,Apartment,40.0,330.0,1200.0,16,1,0
230,Vinateros,Moratalaz,28030.0,40.40357232936419,-3.642736335032647,1,Apartment,27.0,190.0,350.0,146,14,0
231,Embajadores,Centro,28012.0,40.41041334302597,-3.70039072049725,1,Apartment,41.0,287.0,731.0,12,1,0
232,Embajadores,Centro,28012.0,40.40670749496132,-3.6977663025271057,1,Apartment,83.0,475.0,1728.0,12,1,0
233,Palacio,Centro,28013.0,40.41960667984,-3.709645406088199,1,Apartment,40.0,200.0,490.0,11,1,0
234,Universidad,Centro,28015.0,40.42707912177972,-3.709667740960408,1,Apartment,85.0,425.0,1400.0,15,1,0
235,Justicia,Centro,28004.0,40.42107849234713,-3.697729882059931,1,Apartment,88.0,475.0,1728.0,14,1,0
236,Trafalgar,Chamberí,28010.0,40.43083244416787,-3.7013265583104435,1,Apartment,88.0,595.0,1836.0,73,7,0
237,Palomas,Hortaleza,28042.0,40.45089776454673,-3.612608042894813,1,Townhouse,45.0,310.0,1350.0,161,16,9
238,Trafalgar,Chamberí,28010.0,40.42858732263244,-3.6985929513354967,1,Apartment,85.0,349.0,1299.0,73,7,0
239,Cortes,Centro,28014.0,40.41734386862414,-3.695442495193884,1,House,150.0,1050.0,4500.0,13,1,4
240,Puerta del Angel,Latina,28011.0,40.410358154957926,-3.725740696995368,1,Apartment,39.0,290.0,1100.0,102,10,0
241,Universidad,Centro,28015.0,40.427982965139186,-3.706381436542207,1,Apartment,70.0,340.0,2100.0,15,1,0
242,Palacio,Centro,28005.0,40.41209563516285,-3.7087210291564072,1,Apartment,69.0,483.0,1480.0,11,1,0
243,Palacio,Centro,28005.0,40.413360309045295,-3.708896720740241,1,Apartment,65.0,455.0,1950.0,11,1,0
244,Embajadores,Centro,28005.0,40.40659382704486,-3.7068356937408047,1,Apartment,50.0,340.0,1200.0,12,1,0
245,Universidad,Centro,28004.0,40.422248833333924,-3.701926069601208,1,Apartment,120.0,770.0,2800.0,15,1,0
246,Jerónimos,Retiro,28014.0,40.407452545118275,-3.6828647467487587,1,Loft,60.0,320.0,1100.0,35,3,2
247,Embajadores,Centro,28012.0,40.41255625665078,-3.701155364799422,1,Apartment,97.0,590.0,2910.0,12,1,0
248,Niño Jesús,Retiro,28007.0,40.41114649311866,-3.671086488512035,1,Apartment,110.0,700.0,3300.0,36,3,0
249,Palacio,Centro,28013.0,40.42122100925128,-3.7090758370023136,1,House,25.0,175.0,590.0,11,1,4
250,Cortes,Centro,28014.0,40.41159416469695,-3.69356485093467,1,Apartment,45.0,315.0,1600.0,13,1,0
251,Concepción,Ciudad Lineal,28027.0,40.441636397748354,-3.6490043781838133,1,Apartment,52.0,364.0,1560.0,154,15,0
252,Universidad,Centro,28004.0,40.42305692486777,-3.7052404089150204,1,Apartment,70.0,330.0,1100.0,15,1,0
253,Cortes,Centro,28012.0,40.414195589572174,-3.7012917525289057,0,Apartment,60.0,420.0,1800.0,13,1,0
254,Los Cármenes,Latina,28047.0,40.40392625122093,-3.7418237304566975,1,Apartment,17.0,110.0,395.0,101,10,0
255,Arcos,San Blas - Canillejas,28037.0,40.42180654781824,-3.612298494430641,1,Apartment,22.0,89.0,306.0,204,20,0
256,Palacio,Centro,28005.0,40.41326661038684,-3.7107090775900264,1,Apartment,42.0,294.0,1260.0,11,1,0
257,Cortes,Centro,28014.0,40.415131944739365,-3.6997002775332937,1,Apartment,22.0,140.0,450.0,13,1,0
258,Hellín,San Blas - Canillejas,28037.0,40.42855204738399,-3.6147444189308398,1,Apartment,20.0,100.0,306.0,202,20,0
259,Embajadores,Centro,28012.0,40.41117289359817,-3.703991291210216,1,Apartment,40.0,250.0,550.0,12,1,0
260,Universidad,Centro,28015.0,40.4284909974412,-3.7083000288358674,1,Apartment,70.0,490.0,2100.0,15,1,0
261,Embajadores,Centro,28012.0,40.41289283903511,-3.700649503894803,1,Apartment,85.0,500.0,1500.0,12,1,0
262,Hispanoamérica,Chamartín,28036.0,40.457517485937984,-3.6879798603458487,1,Apartment,30.0,210.0,800.0,54,5,0
263,Sol,Centro,28012.0,40.4159531747359,-3.7028077556896553,1,Apartment,67.0,469.0,1500.0,16,1,0
264,Palacio,Centro,28005.0,40.410405792536686,-3.710922027624864,1,Apartment,75.0,499.0,1999.0,11,1,0
265,Embajadores,Centro,28012.0,40.41273425907725,-3.701541346243725,1,Apartment,65.0,420.0,1950.0,12,1,0
266,Pacífico,Retiro,28007.0,40.40494837268489,-3.67490290711226,1,Apartment,19.0,75.0,295.0,31,3,0
267,Sol,Centro,28013.0,40.417016038789676,-3.707439259470614,1,Apartment,39.0,273.0,1170.0,16,1,0
268,Colina,Ciudad Lineal,28033.0,40.462125916530674,-3.6622145605892635,1,Hostel,40.0,265.0,1000.0,157,15,1
269,Universidad,Centro,28004.0,40.42215884821356,-3.701230536819648,1,Apartment,34.0,300.0,950.0,15,1,0
270,Universidad,Centro,28004.0,40.42322806482803,-3.7064971296153866,1,Apartment,55.0,333.0,1650.0,15,1,0
271,Cortes,Centro,28012.0,40.41337267155899,-3.7001284705848647,1,Apartment,24.0,168.0,800.0,13,1,0
272,Trafalgar,Chamberí,28015.0,40.42973067592616,-3.7043272875273936,0,Apartment,40.0,220.0,400.0,73,7,0
273,Delicias,Arganzuela,28045.0,40.39464869498355,-3.693285615166206,1,House,70.0,500.0,1500.0,25,2,4
274,Palos de Moguer,Arganzuela,28045.0,40.40119384117929,-3.6914066663785694,1,Apartment,22.0,147.0,600.0,26,2,0
275,Universidad,Centro,28015.0,40.4290389906013,-3.70845630562264,1,Loft,55.0,385.0,1650.0,15,1,2
276,Universidad,Centro,28015.0,40.427574188468725,-3.7079969507994366,1,Apartment,90.0,630.0,2700.0,15,1,0
277,Embajadores,Centro,28012.0,40.41018800101628,-3.702008839945692,1,Apartment,45.0,315.0,1350.0,12,1,0
278,Costillares,Ciudad Lineal,28033.0,40.46927430747585,-3.6646747801771418,1,House,300.0,1681.139999999999,9000.0,159,15,4
279,Embajadores,Centro,28005.0,40.406567133432844,-3.70814444978488,1,Apartment,75.0,525.0,2250.0,12,1,0
280,Hispanoamérica,Chamartín,28016.0,40.45761691533783,-3.6766898196416737,1,Apartment,23.0,150.0,400.0,54,5,0
281,Arapiles,Chamberí,28015.0,40.43568040237278,-3.707532724333998,1,Apartment,100.0,700.0,3000.0,72,7,0
282,Gaztambide,Chamberí,28015.0,40.43533270644836,-3.7127996942894623,1,Apartment,40.0,275.0,1000.0,71,7,0
283,Cuatro Caminos,Tetuán,28020.0,40.45590582742482,-3.6962662643065927,1,Bed and breakfast,50.0,250.0,900.0,62,6,8
284,Cuatro Caminos,Tetuán,28020.0,40.45529196806816,-3.696536637064407,1,Bed and breakfast,50.0,250.0,900.0,62,6,8
285,Cuatro Caminos,Tetuán,28020.0,40.45573248223846,-3.6952809522541563,1,Bed and breakfast,50.0,250.0,900.0,62,6,8
286,Universidad,Centro,28015.0,40.427322912525895,-3.7089024817847855,1,Apartment,50.0,350.0,900.0,15,1,0
287,Cortes,Centro,28014.0,40.413735904656036,-3.699660439691593,1,Apartment,35.0,154.0,550.0,13,1,0
288,Argüelles,Moncloa - Aravaca,28008.0,40.42598965251947,-3.7169133902990414,1,House,38.0,266.0,1140.0,92,9,4
289,Vallehermoso,Chamberí,28003.0,40.44659310298504,-3.704921562943062,1,Apartment,120.0,840.0,3600.0,76,7,0
290,Ibiza,Retiro,28009.0,40.41812777499282,-3.677421719469079,1,Apartment,90.0,630.0,2700.0,34,3,0
291,Cortes,Centro,28012.0,40.41450665842789,-3.703591095956269,1,Apartment,99.0,625.0,1555.0,13,1,0
292,Casco Histórico de Vallecas,Villa de Vallecas,28051.0,40.37081301751039,-3.613969278786916,1,House,50.0,250.0,500.0,181,18,4
293,Embajadores,Centro,28012.0,40.40775188754847,-3.695948091396685,1,Apartment,62.0,350.0,1050.0,12,1,0
294,Embajadores,Centro,28012.0,40.4081805319093,-3.703509964573058,1,Apartment,65.0,450.0,1500.0,12,1,0
295,Cortes,Centro,28014.0,40.41410893682732,-3.6981002478648515,1,Apartment,35.0,170.0,650.0,13,1,0
296,Goya,Salamanca,28009.0,40.423308883078406,-3.6695493297502537,1,Apartment,100.0,620.0,1700.0,42,4,0
297,Fuente del Berro,Salamanca,28028.0,40.42793457703452,-3.6624183902175735,1,Apartment,64.0,448.0,1920.0,43,4,0
298,Recoletos,Salamanca,28001.0,40.423141752140474,-3.6895196333466536,1,Serviced apartment,136.0,650.0,2000.0,41,4,5
299,Embajadores,Centro,28012.0,40.40762469623578,-3.6993963364852385,1,Apartment,57.0,400.0,1250.0,12,1,0
300,Embajadores,Centro,28012.0,40.407476029325345,-3.697618402802424,1,Apartment,48.0,336.0,1800.0,12,1,0
301,Justicia,Centro,28004.0,40.42266677583785,-3.697089839740998,0,Apartment,38.0,266.0,1140.0,14,1,0
302,Puerta del Angel,Latina,28011.0,40.40985577274207,-3.7286928947783977,1,Apartment,20.0,130.0,370.0,102,10,0
303,Embajadores,Centro,28005.0,40.409264460737965,-3.70917756362894,1,Apartment,35.0,202.0,605.0,12,1,0
304,Ríos Rosas,Chamberí,28003.0,40.445503076023776,-3.70382498406708,1,Apartment,22.0,126.0,363.0,75,7,0
305,Universidad,Centro,28004.0,40.427634277999,-3.7049752429481857,1,Apartment,30.0,210.0,900.0,15,1,0
306,Casco Histórico de Barajas,Barajas,28042.0,40.47390151664403,-3.576991808832047,1,House,78.0,500.0,2340.0,213,21,4
307,Casco Histórico de Barajas,Barajas,28042.0,40.47418535542289,-3.576460742993948,1,House,37.0,259.0,1110.0,213,21,4
308,Cortes,Centro,28014.0,40.41463681090252,-3.6997945957399536,1,Apartment,29.0,203.0,600.0,13,1,0
309,Embajadores,Centro,28012.0,40.41087874863868,-3.6973991978661833,1,Apartment,40.0,280.0,1200.0,12,1,0
310,Guindalera,Salamanca,28028.0,40.4340562076968,-3.6627232110732426,1,Chalet,130.0,500.0,800.0,44,4,11
311,Universidad,Centro,28004.0,40.425346854049344,-3.707511134883076,1,Apartment,95.0,480.0,2300.0,15,1,0
312,Trafalgar,Chamberí,28010.0,40.431864200374214,-3.7034602966794927,1,Apartment,60.0,322.0,1120.0,73,7,0
313,Palacio,Centro,28005.0,40.41168510064245,-3.7107749693767316,1,Apartment,28.0,175.0,550.0,11,1,0
314,Cortes,Centro,28014.0,40.41361379807577,-3.697154900989712,1,Apartment,67.0,590.0,1200.0,13,1,0
315,Embajadores,Centro,28012.0,40.409401992344044,-3.702034717180129,0,Apartment,60.0,420.0,1800.0,12,1,0
316,Palos de Moguer,Arganzuela,28045.0,40.40149362085039,-3.6982123660727697,1,Apartment,55.0,160.0,600.0,26,2,0
317,Casa de Campo,Moncloa - Aravaca,28008.0,40.42460374210358,-3.7287578143868516,0,Apartment,80.0,350.0,1300.0,91,9,0
318,Embajadores,Centro,28012.0,40.411693901083716,-3.7016622140077073,1,House,190.0,1330.0,5700.0,12,1,4
319,Palacio,Centro,28005.0,40.4160143916352,-3.7101101336154736,0,Loft,100.0,960.0,3000.0,11,1,2
320,San Fermín,Usera,28041.0,40.36700654085978,-3.6866700502925176,1,Apartment,30.0,170.0,550.0,123,12,0
321,Sol,Centro,28013.0,40.41871307293891,-3.7060650945779714,1,Apartment,105.0,600.0,2350.0,16,1,0
322,Comillas,Carabanchel,28019.0,40.39729280517263,-3.71447198983888,1,Apartment,24.0,145.0,420.0,111,11,0
323,Jerónimos,Retiro,28001.0,40.41876307798153,-3.6885224259653775,0,Apartment,155.0,1680.0,4656.0,35,3,0
324,Arapiles,Chamberí,28015.0,40.434307021820004,-3.7051738740238926,1,Apartment,50.0,350.0,1500.0,72,7,0
325,Palos de Moguer,Arganzuela,28012.0,40.40588246486453,-3.69630956098741,1,Apartment,85.0,400.0,1400.0,26,2,0
326,Sol,Centro,28005.0,40.41432115663453,-3.7065564656691823,1,Apartment,30.0,200.0,800.0,16,1,0
327,Embajadores,Centro,28012.0,40.40966084686941,-3.7008619583702487,1,Apartment,30.0,210.0,900.0,12,1,0
328,Justicia,Centro,28004.0,40.423414236703564,-3.69514366861974,1,Apartment,35.0,220.0,550.0,14,1,0
329,Universidad,Centro,28015.0,40.424691880630185,-3.7087970590314976,1,Apartment,37.0,259.0,1110.0,15,1,0
330,Justicia,Centro,28004.0,40.42009785930527,-3.701045133844178,1,Loft,75.0,595.0,1500.0,14,1,2
331,Universidad,Centro,28015.0,40.42574666097808,-3.7084421292471466,1,Apartment,85.0,430.0,1200.0,15,1,0
332,Castellana,Salamanca,28006.0,40.431404294159016,-3.685430437198151,1,Apartment,110.0,600.0,1150.0,46,4,0
333,Berruguete,Tetuán,28039.0,40.45720879210306,-3.7038336731304335,1,Apartment,25.0,175.0,750.0,66,6,0
334,Lucero,Latina,28011.0,40.408831750768115,-3.741177917991088,1,House,19.0,112.0,430.0,103,10,4
335,Palos de Moguer,Arganzuela,28045.0,40.40401854170583,-3.6900185355070465,1,Apartment,25.0,220.0,500.0,26,2,0
336,Palomeras Bajas,Puente de Vallecas,28053.0,40.39224091334802,-3.6637831641225587,1,Apartment,45.0,290.0,800.0,133,13,0
337,Palacio,Centro,28013.0,40.417062680237116,-3.709481787893668,1,Apartment,65.0,400.0,1950.0,11,1,0
338,Sol,Centro,28013.0,40.41794471700357,-3.701260351777852,1,Apartment,70.0,450.0,2100.0,16,1,0
339,Prosperidad,Chamartín,28002.0,40.44098231117147,-3.677147490541243,0,Apartment,23.0,140.0,690.0,52,5,0
340,Santa Eugenia,Villa de Vallecas,28031.0,40.38262893208015,-3.614863068175613,1,Loft,35.0,230.0,850.0,182,18,2
341,Palacio,Centro,28013.0,40.417147172755364,-3.7105350165422455,1,Apartment,65.0,450.0,1350.0,11,1,0
342,Argüelles,Moncloa - Aravaca,28008.0,40.42541920759925,-3.712612661897912,1,Apartment,38.0,250.0,600.0,92,9,0
343,Palacio,Centro,28013.0,40.42053502317117,-3.7083979868274124,0,Bed and breakfast,30.0,200.0,800.0,11,1,8
344,Acacias,Arganzuela,28005.0,40.40414941532117,-3.7041056418914176,1,House,60.0,400.0,1300.0,22,2,4
345,Trafalgar,Chamberí,28015.0,40.43321576310744,-3.7036433464620955,1,Apartment,50.0,200.0,550.0,73,7,0
346,Trafalgar,Chamberí,28010.0,40.430857113236925,-3.7026984259145372,1,Loft,140.0,980.0,4200.0,73,7,2
347,Sol,Centro,28014.0,40.41652586498898,-3.7030806089982633,1,Apartment,250.0,500.0,1500.0,16,1,0
348,San Fermín,Usera,28041.0,40.37426396464482,-3.6924090400217935,1,House,21.0,120.0,350.0,123,12,4
349,Sol,Centro,28012.0,40.415910089577885,-3.7023080460892515,1,Other,60.0,260.0,1000.0,16,1,6
350,Palacio,Centro,28005.0,40.414610066704725,-3.708480253182711,1,Apartment,50.0,350.0,1500.0,11,1,0
351,Universidad,Centro,28004.0,40.42320227745157,-3.7044088810866,1,Apartment,45.0,290.0,800.0,15,1,0
352,Ríos Rosas,Chamberí,28003.0,40.441527272629344,-3.6945707601684825,1,Apartment,197.0,1414.0,4500.0,75,7,0
353,Embajadores,Centro,28012.0,40.413828500320996,-3.705154708574791,1,Apartment,20.0,140.0,600.0,12,1,0
354,Pueblo Nuevo,Ciudad Lineal,28017.0,40.42460257463326,-3.6393625314196365,1,Apartment,20.0,120.0,360.0,152,15,0
355,Cuatro Caminos,Tetuán,28020.0,40.452409272025825,-3.699048478776108,1,Apartment,100.0,600.0,1800.0,62,6,0
356,Concepción,Ciudad Lineal,28027.0,40.437934299120094,-3.6519029591565744,1,Bed and breakfast,25.0,140.0,400.0,154,15,8
357,Palacio,Centro,28013.0,40.42084319434008,-3.712471101967547,1,Apartment,60.0,420.0,1800.0,11,1,0
358,Legazpi,Arganzuela,28045.0,40.389944855266044,-3.6930907641925,1,Loft,38.0,266.0,570.0,24,2,2
359,Embajadores,Centro,28005.0,40.41290707469142,-3.706860317804612,0,Apartment,113.0,791.0,3390.0,12,1,0
360,Gaztambide,Chamberí,28015.0,40.43307735560352,-3.712327054415524,1,Apartment,34.0,250.0,1020.0,71,7,0
361,Cuatro Caminos,Tetuán,28020.0,40.45562863895504,-3.6960843806323935,1,House,50.0,250.0,900.0,62,6,4
362,Sol,Centro,28013.0,40.41810348211444,-3.7001932495122927,1,Apartment,15.0,105.0,450.0,16,1,0
363,Pueblo Nuevo,Ciudad Lineal,28017.0,40.42474287345622,-3.6404787422723484,1,Apartment,30.0,130.0,350.0,152,15,0
364,Embajadores,Centro,28012.0,40.4086283742898,-3.704200749088123,1,Guest suite,65.0,360.0,780.0,12,1,3
365,Pacífico,Retiro,28007.0,40.40416115312704,-3.681723186039568,1,Apartment,29.0,203.0,870.0,31,3,0
366,Justicia,Centro,28004.0,40.420865137338254,-3.699479645817112,1,Apartment,55.0,385.0,1650.0,14,1,0
367,Concepción,Ciudad Lineal,28027.0,40.437557585506966,-3.6521589901662432,1,Apartment,24.0,125.0,275.0,154,15,0
368,Casco Histórico de Vallecas,Villa de Vallecas,28051.0,40.37254120719149,-3.622778825171885,1,House,22.0,154.0,660.0,181,18,4
369,Sol,Centro,28013.0,40.41737676916779,-3.7013645212345776,1,Apartment,42.0,294.0,1260.0,16,1,0
370,Trafalgar,Chamberí,28010.0,40.43143079394432,-3.702154791087733,1,Apartment,45.0,350.0,1000.0,73,7,0
371,Cortes,Centro,28014.0,40.41500411382964,-3.6980826396666635,1,Apartment,70.0,420.0,1350.0,13,1,0
372,Pacífico,Retiro,28007.0,40.40392112187946,-3.681468679993115,0,Apartment,75.0,499.0,1999.0,31,3,0
373,Embajadores,Centro,28012.0,40.40567448843265,-3.703097035547287,0,Apartment,70.0,490.0,750.0,12,1,0
374,Trafalgar,Chamberí,28010.0,40.43301622561293,-3.7033579484295736,1,Apartment,138.0,900.0,3200.0,73,7,0
375,Universidad,Centro,28004.0,40.4224167120073,-3.7059017749389307,1,Apartment,45.0,410.0,1400.0,15,1,0
376,Universidad,Centro,28004.0,40.422278158410414,-3.704216988184937,1,House,100.0,175.0,500.0,15,1,4
377,Lista,Salamanca,28006.0,40.43286550567479,-3.675901573600081,1,Apartment,170.0,1190.0,5100.0,45,4,0
378,Numancia,Puente de Vallecas,28038.0,40.39730351350307,-3.6625299823587434,1,House,25.0,175.0,750.0,136,13,4
379,Puerta Bonita,Carabanchel,28025.0,40.37754092498891,-3.7427607714503313,1,Apartment,20.0,119.0,350.0,115,11,0
380,Palacio,Centro,28013.0,40.41853198180952,-3.7092721921908685,1,Apartment,65.0,750.0,1999.0,11,1,0
381,Pinar del Rey,Hortaleza,28043.0,40.46776478113548,-3.651466519731824,1,House,155.0,1085.0,4650.0,164,16,4
382,Valdefuentes,Hortaleza,28050.0,40.4912867482908,-3.649373874576992,1,Bed and breakfast,30.0,180.0,600.0,166,16,8
383,Embajadores,Centro,28012.0,40.40815449765696,-3.703577334599692,1,Apartment,60.0,240.0,1000.0,12,1,0
384,Sol,Centro,28012.0,40.417028319956415,-3.706557909074016,1,Apartment,85.0,595.0,2550.0,16,1,0
385,Costillares,Ciudad Lineal,28033.0,40.47546001692198,-3.6726665094186064,1,Apartment,40.0,200.0,450.0,159,15,0
386,Sol,Centro,28013.0,40.41750307013794,-3.7014035119296254,1,Apartment,13.0,91.0,390.0,16,1,0
387,Sol,Centro,28013.0,40.41918506145361,-3.6998366826359534,1,Apartment,42.0,294.0,1260.0,16,1,0
388,Delicias,Arganzuela,28045.0,40.400451382830894,-3.696964943277212,0,Apartment,23.0,157.0,480.0,25,2,0
389,Delicias,Arganzuela,28045.0,40.40047238606651,-3.6957374972258847,0,Apartment,36.0,286.0,680.0,25,2,0
390,Palacio,Centro,28013.0,40.41673582413401,-3.709464872352576,0,Apartment,29.0,250.0,720.0,11,1,0
391,Los Ángeles,Villaverde,28041.0,40.361210519533316,-3.6962699071108567,1,Apartment,90.0,490.0,1580.0,175,17,0
392,Palacio,Centro,28005.0,40.41263332561725,-3.7094215391282237,1,Apartment,65.0,400.0,1400.0,11,1,0
393,Los Ángeles,Villaverde,28041.0,40.355601075084365,-3.698285380255992,1,Apartment,65.0,395.0,1190.0,175,17,0
394,Universidad,Centro,28004.0,40.42556652139239,-3.705500888540015,1,Apartment,80.0,800.0,2500.0,15,1,0
395,Lista,Salamanca,28006.0,40.43052694812817,-3.672768836721701,1,Apartment,80.0,560.0,2400.0,45,4,0
396,Adelfas,Retiro,28007.0,40.39911529859405,-3.6700713824695015,1,Apartment,60.0,400.0,1500.0,32,3,0
397,Universidad,Centro,28004.0,40.42126423061908,-3.7029468660922933,1,Apartment,135.0,510.0,1800.0,15,1,0
398,Embajadores,Centro,28012.0,40.41330986440313,-3.7050952487963142,1,Loft,74.0,480.0,1400.0,12,1,2
399,Numancia,Puente de Vallecas,28038.0,40.397072634136094,-3.6624325256226737,1,Guest suite,25.0,175.0,750.0,136,13,3
400,Vallehermoso,Chamberí,28003.0,40.441211818263284,-3.7122779951222697,1,Apartment,55.0,350.0,1650.0,76,7,0
401,Universidad,Centro,28015.0,40.429195549562394,-3.7067426103323013,1,Apartment,70.0,400.0,1000.0,15,1,0
402,El Viso,Chamartín,28002.0,40.44370974436937,-3.683187289297977,1,Apartment,50.0,340.0,960.0,51,5,0
403,Sol,Centro,28013.0,40.41674237725729,-3.7074327457639265,1,Apartment,69.0,495.0,1790.0,16,1,0
404,Alameda de Osuna,Barajas,28042.0,40.45346891681886,-3.5919871804804484,1,Apartment,25.0,175.0,400.0,211,21,0
405,Arapiles,Chamberí,28015.0,40.43552677486825,-3.710058591138634,1,Apartment,20.0,140.0,600.0,72,7,0
406,Media Legua,Moratalaz,28030.0,40.411678022104994,-3.6531494329349576,1,Apartment,120.0,750.0,1900.0,144,14,0
407,Sol,Centro,28012.0,40.41520622510003,-3.703332856909946,1,Apartment,99.0,693.0,2970.0,16,1,0
408,Concepción,Ciudad Lineal,28027.0,40.43715633561498,-3.65187005153284,1,Apartment,85.0,540.0,1400.0,154,15,0
409,Universidad,Centro,28004.0,40.42496560457836,-3.702709474125784,1,Apartment,72.0,400.0,1150.0,15,1,0
410,Palacio,Centro,28005.0,40.41173130908211,-3.712253620332274,1,Apartment,100.0,700.0,3000.0,11,1,0
411,Embajadores,Centro,28012.0,40.409123519157646,-3.700638311235356,1,Apartment,60.0,420.0,1800.0,12,1,0
412,Valverde,Fuencarral - El Pardo,28034.0,40.50171152986355,-3.690300334025568,0,Loft,49.0,300.0,650.0,86,8,2
413,Palacio,Centro,28005.0,40.412040642367366,-3.7090190144834367,1,Apartment,60.0,360.0,1400.0,11,1,0
414,Entrevías,Puente de Vallecas,28053.0,40.37979479983678,-3.6742639561429336,0,House,22.0,150.0,660.0,131,13,4
415,Justicia,Centro,28004.0,40.42555584884768,-3.70066677944618,1,Apartment,75.0,525.0,1800.0,14,1,0
416,Sol,Centro,28013.0,40.41905665549781,-3.706877100905048,0,Apartment,85.0,595.0,2550.0,16,1,0
417,Embajadores,Centro,28012.0,40.41150332429282,-3.703700844855984,1,Apartment,60.0,500.0,1300.0,12,1,0
418,Gaztambide,Chamberí,28003.0,40.43842879212553,-3.7161409701117702,1,Apartment,140.0,800.0,2500.0,71,7,0
419,San Juan Bautista,Ciudad Lineal,28043.0,40.449338645435745,-3.6527065964346983,1,Loft,99.0,450.0,1400.0,156,15,2
420,Universidad,Centro,28004.0,40.422839879486546,-3.703848371117031,1,Apartment,60.0,380.0,1200.0,15,1,0
421,San Diego,Puente de Vallecas,28053.0,40.392159748168005,-3.671772492007489,1,Apartment,39.0,350.0,1000.0,132,13,0
422,Embajadores,Centro,28012.0,40.41183693518435,-3.699560147192561,1,Apartment,80.0,340.0,1100.0,12,1,0
423,Pueblo Nuevo,Ciudad Lineal,28017.0,40.425114237670506,-3.6404662139238577,1,Apartment,112.0,520.0,1643.0,152,15,0
424,Sol,Centro,28012.0,40.416110407915504,-3.707455917998101,1,Serviced apartment,140.0,930.0,3000.0,16,1,5
