,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,is_location_exact,property_type,price,weekly_price,monthly_price,neighbourhood_cleansed_index,neighbourhood_group_cleansed_index,property_type_index
8581,Acacias,Arganzuela,28005.0,40.404324140860155,-3.703590159367463,1,Apartment,65.0,455.0,1950.0,22,2,0
8582,Goya,Salamanca,28009.0,40.422193269364854,-3.674964828662013,1,Apartment,180.0,1260.0,5400.0,42,4,0
8583,Universidad,Centro,28015.0,40.42778430093124,-3.7080037754032515,0,Apartment,85.0,595.0,2550.0,15,1,0
8584,Universidad,Centro,28015.0,40.42511110443321,-3.711053020054348,1,Apartment,100.0,700.0,3000.0,15,1,0
8585,Justicia,Centro,28004.0,40.421256176980755,-3.69961790855761,1,Apartment,70.0,490.0,2100.0,14,1,0
8586,Embajadores,Centro,28005.0,40.40685669904215,-3.706290144142439,1,Apartment,100.0,700.0,3000.0,12,1,0
8587,Portazgo,Puente de Vallecas,28038.0,40.389604395104755,-3.6485829853570495,0,Apartment,15.0,105.0,450.0,135,13,0
8588,Embajadores,Centro,28012.0,40.41267944225184,-3.700711476910948,1,Apartment,105.0,735.0,3150.0,12,1,0
8589,Sol,Centro,28013.0,40.415219172393456,-3.708080239010824,1,Apartment,51.0,357.0,1530.0,16,1,0
8590,Sol,Centro,28013.0,40.41704777791369,-3.707329319488011,0,Apartment,150.0,1050.0,4500.0,16,1,0
8591,Palacio,Centro,28005.0,40.41478977341765,-3.709946499379668,0,Apartment,80.0,560.0,2400.0,11,1,0
8592,Ciudad Jardín,Chamartín,28002.0,40.44729914122696,-3.6724478412991752,0,Apartment,23.0,161.0,690.0,53,5,0
8593,Embajadores,Centro,28012.0,40.41179687510681,-3.700048968503312,0,Apartment,70.0,490.0,2100.0,12,1,0
8594,Embajadores,Centro,28012.0,40.41006404921453,-3.6951653061704612,1,Loft,220.0,1540.0,6600.0,12,1,2
8595,Vista Alegre,Carabanchel,28047.0,40.38360635139046,-3.748137011682601,0,Apartment,39.0,273.0,1170.0,114,11,0
8596,Almagro,Chamberí,28010.0,40.434674158389925,-3.692514763393962,1,Serviced apartment,178.0,1246.0,5340.0,74,7,5
8597,Embajadores,Centro,28012.0,40.40840220474311,-3.703813579226188,1,Apartment,35.0,245.0,1050.0,12,1,0
8598,Embajadores,Centro,28012.0,40.41162414930962,-3.7006354184574106,1,Apartment,69.0,483.0,2070.0,12,1,0
8599,Justicia,Centro,28004.0,40.422495112903015,-3.700124065140016,1,Apartment,80.0,560.0,2400.0,14,1,0
8600,Universidad,Centro,28004.0,40.424318634162155,-3.70551557916438,1,Apartment,100.0,700.0,3000.0,15,1,0
8601,Universidad,Centro,28004.0,40.42366638513591,-3.705543436275645,1,Apartment,55.0,385.0,1650.0,15,1,0
8602,Buenavista,Carabanchel,28054.0,40.36276244975854,-3.7670239412128015,0,Apartment,60.0,420.0,1800.0,116,11,0
8603,Ventas,Ciudad Lineal,28027.0,40.43200937891898,-3.6522660984801942,1,Apartment,59.0,413.0,1770.0,151,15,0
8604,Gaztambide,Chamberí,28015.0,40.43718133486405,-3.716752864115501,0,Apartment,79.0,553.0,2370.0,71,7,0
8605,Delicias,Arganzuela,28045.0,40.39953276364404,-3.693742779673916,1,Apartment,49.0,343.0,1470.0,25,2,0
8606,Embajadores,Centro,28012.0,40.41087336503399,-3.7036311104135873,0,Apartment,70.0,490.0,2100.0,12,1,0
8607,Embajadores,Centro,28012.0,40.40977289900765,-3.706734368997922,1,Apartment,49.0,343.0,1470.0,12,1,0
8608,San Isidro,Carabanchel,28019.0,40.392739638050536,-3.7256926593024775,0,Apartment,220.0,1540.0,6600.0,113,11,0
8609,Simancas,San Blas - Canillejas,28037.0,40.44041442428175,-3.618953682052598,1,Loft,60.0,420.0,1800.0,201,20,2
8610,Delicias,Arganzuela,28045.0,40.39203472427131,-3.6935727477768032,1,Apartment,60.0,420.0,1800.0,25,2,0
8611,Universidad,Centro,28004.0,40.42130064180291,-3.702378717479763,1,Apartment,77.0,539.0,2310.0,15,1,0
8612,Argüelles,Moncloa - Aravaca,28008.0,40.42391311160488,-3.7123413516470856,1,Apartment,148.0,1036.0,4440.0,92,9,0
8613,Corralejos,Barajas,28042.0,40.46829806202087,-3.588025720166978,0,Apartment,38.0,266.0,1140.0,215,21,0
8614,Corralejos,Barajas,28042.0,40.4676839701516,-3.587356718184585,0,Apartment,44.0,308.0,1320.0,215,21,0
8615,Cortes,Centro,28014.0,40.4134430500688,-3.697150281443461,1,Apartment,68.0,476.0,2040.0,13,1,0
8616,Universidad,Centro,28004.0,40.422733512389215,-3.706131961632688,0,Apartment,35.0,245.0,1050.0,15,1,0
8617,Justicia,Centro,28004.0,40.42209483126559,-3.699739570753053,1,Loft,105.0,735.0,3150.0,14,1,2
8618,Palacio,Centro,28013.0,40.42148307496464,-3.7097699567554736,0,Apartment,97.0,679.0,2910.0,11,1,0
8619,Palacio,Centro,28005.0,40.41300782984763,-3.7135711746460505,0,Apartment,25.0,175.0,750.0,11,1,0
8620,Embajadores,Centro,28012.0,40.409051756130744,-3.705628078296836,0,Apartment,49.0,343.0,1470.0,12,1,0
8621,Castillejos,Tetuán,28020.0,40.45729677001674,-3.6936961644069015,1,Apartment,120.0,840.0,3600.0,63,6,0
8622,Cortes,Centro,28012.0,40.417111067708184,-3.699949715791596,0,Apartment,160.0,1120.0,4800.0,13,1,0
8623,Almagro,Chamberí,28010.0,40.434906554132574,-3.69175622585945,0,Apartment,120.0,840.0,3600.0,74,7,0
8624,Sol,Centro,28005.0,40.41411344536936,-3.7078130215989873,1,Loft,68.0,476.0,2040.0,16,1,2
8625,Embajadores,Centro,28012.0,40.41051682515153,-3.6976892944497024,0,Loft,13.0,91.0,390.0,12,1,2
8626,Castellana,Salamanca,28006.0,40.43470632974321,-3.6807892724795668,1,Apartment,118.0,826.0,3540.0,46,4,0
8627,Palacio,Centro,28005.0,40.41169632615488,-3.715372130066105,1,Apartment,59.0,413.0,1770.0,11,1,0
8628,Palomeras Bajas,Puente de Vallecas,28018.0,40.39195743541193,-3.658973482663953,1,Apartment,39.0,273.0,1170.0,133,13,0
8629,Palacio,Centro,28013.0,40.41763053875125,-3.711409519286268,0,Guest suite,99.0,693.0,2970.0,11,1,3
8630,Justicia,Centro,28004.0,40.421998455936475,-3.693812854842813,0,Apartment,90.0,630.0,2700.0,14,1,0
8631,Acacias,Arganzuela,28045.0,40.40182163248107,-3.70102597868825,1,Apartment,30.0,210.0,900.0,22,2,0
8632,Embajadores,Centro,28012.0,40.41305575236835,-3.7015746651891352,1,Apartment,244.0,1708.0,7320.0,12,1,0
8633,Sol,Centro,28013.0,40.418232961180564,-3.7013847640831647,1,Serviced apartment,120.0,840.0,3600.0,16,1,5
8634,Sol,Centro,28013.0,40.41884124787872,-3.699688433602191,1,Serviced apartment,120.0,840.0,3600.0,16,1,5
8635,Sol,Centro,28013.0,40.41868613520047,-3.7007096207427135,1,Serviced apartment,115.0,805.0,3450.0,16,1,5
8636,Salvador,San Blas - Canillejas,28027.0,40.44239241672636,-3.6318464726901896,1,Townhouse,24.0,168.0,720.0,208,20,9
8637,Goya,Salamanca,28001.0,40.42611738609953,-3.6783372636825846,1,Apartment,64.0,448.0,1920.0,42,4,0
8638,Embajadores,Centro,28005.0,40.408049387336,-3.707450006916892,1,Apartment,40.0,280.0,1200.0,12,1,0
8639,Pacífico,Retiro,28014.0,40.40385915551584,-3.680748313283756,1,Apartment,35.0,245.0,1050.0,31,3,0
8640,Sol,Centro,28013.0,40.419197045589904,-3.7073860912756222,1,Apartment,99.0,693.0,2970.0,16,1,0
8641,Sol,Centro,28013.0,40.42027076135534,-3.7057654818597316,1,Apartment,99.0,693.0,2970.0,16,1,0
8642,Guindalera,Salamanca,28028.0,40.435611968070454,-3.6647382242195534,1,Apartment,160.0,1120.0,4800.0,44,4,0
8643,Palos de Moguer,Arganzuela,28045.0,40.40624489507313,-3.693834304065612,1,Apartment,70.0,490.0,2100.0,26,2,0
8644,Goya,Salamanca,28001.0,40.42487087337807,-3.678833243237902,0,Apartment,220.0,1540.0,6600.0,42,4,0
8645,Palomeras Bajas,Puente de Vallecas,28018.0,40.39197068374155,-3.659564354664704,0,Apartment,39.0,273.0,1170.0,133,13,0
8646,Bellas Vistas,Tetuán,28039.0,40.4555524907784,-3.7109200057121634,1,Apartment,75.0,525.0,2250.0,61,6,0
8647,Embajadores,Centro,28012.0,40.40972392754426,-3.6981158246742387,1,Apartment,150.0,1050.0,4500.0,12,1,0
8648,Justicia,Centro,28004.0,40.42296331836839,-3.6976702398184287,0,Apartment,140.0,980.0,4200.0,14,1,0
8649,Embajadores,Centro,28012.0,40.40917699506889,-3.7004782065127193,1,Apartment,25.0,175.0,750.0,12,1,0
8650,Universidad,Centro,28004.0,40.42129743772548,-3.7053086173403433,0,Apartment,75.0,525.0,2250.0,15,1,0
8651,Universidad,Centro,28004.0,40.42428488839367,-3.706826943130636,1,Apartment,94.0,658.0,2820.0,15,1,0
8652,Embajadores,Centro,28012.0,40.40774401330295,-3.699041634559257,1,Apartment,100.0,700.0,3000.0,12,1,0
8653,Universidad,Centro,28004.0,40.4253244648081,-3.7052578785440407,1,Apartment,80.0,560.0,2400.0,15,1,0
8654,Ciudad Jardín,Chamartín,28002.0,40.447040010438585,-3.673483161604028,1,Apartment,47.0,329.0,1410.0,53,5,0
8655,Cortes,Centro,28014.0,40.411874801754756,-3.697820237809959,0,Guest suite,45.0,315.0,1350.0,13,1,3
8656,Ventas,Ciudad Lineal,28017.0,40.42831373664605,-3.651362932940038,0,Apartment,17.0,119.0,510.0,151,15,0
8657,Ventas,Ciudad Lineal,28017.0,40.42651204620554,-3.6509199384323185,0,Apartment,20.0,140.0,600.0,151,15,0
8658,Los Rosales,Villaverde,28021.0,40.34944115314856,-3.68567592201128,1,Casa particular (Cuba),22.0,154.0,660.0,174,17,15
8659,Los Rosales,Villaverde,28021.0,40.35119305398471,-3.685430958436011,1,Casa particular (Cuba),30.0,210.0,900.0,174,17,15
8660,Universidad,Centro,28004.0,40.422611625963356,-3.706480274001292,0,Apartment,76.0,532.0,2280.0,15,1,0
8661,Acacias,Arganzuela,28005.0,40.39955635365006,-3.711032119719384,1,Guest suite,16.0,112.0,480.0,22,2,3
8662,Rosas,San Blas - Canillejas,28022.0,40.42715090524176,-3.6065660308523344,1,Apartment,15.0,105.0,450.0,205,20,0
8663,Prosperidad,Chamartín,28002.0,40.439622620430576,-3.6776655364168196,0,Apartment,90.0,630.0,2700.0,52,5,0
8664,Palacio,Centro,28005.0,40.414681804845095,-3.711461649733923,1,Apartment,130.0,910.0,3900.0,11,1,0
8665,Delicias,Arganzuela,28045.0,40.39929724210349,-3.6978793155018304,0,Apartment,50.0,350.0,1500.0,25,2,0
8666,Cuatro Caminos,Tetuán,28020.0,40.450841564508885,-3.7027502854019314,0,Apartment,33.0,231.0,990.0,62,6,0
8667,Imperial,Arganzuela,28005.0,40.40722681606804,-3.7171829035822785,1,Apartment,75.0,525.0,2250.0,21,2,0
8668,Cortes,Centro,28014.0,40.41041586191519,-3.6940945133277863,0,Apartment,75.0,525.0,2250.0,13,1,0
8669,Universidad,Centro,28004.0,40.423320441964385,-3.7029408484057873,0,Hut,60.0,420.0,1800.0,15,1,19
8670,Guindalera,Salamanca,28028.0,40.43606954695589,-3.6712430413766186,1,Guest suite,25.0,175.0,750.0,44,4,3
8671,Justicia,Centro,28004.0,40.421787955021856,-3.6989284576054615,0,Apartment,40.0,280.0,1200.0,14,1,0
8672,San Fermín,Usera,28041.0,40.37182462762545,-3.692005810575669,0,Serviced apartment,25.0,175.0,750.0,123,12,5
8673,Quintana,Ciudad Lineal,28017.0,40.43301671576021,-3.6550135569114484,0,Apartment,35.0,245.0,1050.0,153,15,0
8674,Palacio,Centro,28013.0,40.419603686879576,-3.708749913208592,1,Apartment,58.0,406.0,1740.0,11,1,0
8675,Arcos,San Blas - Canillejas,28037.0,40.42168184502452,-3.618316158766259,0,Apartment,29.0,203.0,870.0,204,20,0
8676,Ciudad Jardín,Chamartín,28002.0,40.44512880785205,-3.6749813011307286,0,Apartment,46.0,322.0,1380.0,53,5,0
8677,Sol,Centro,28013.0,40.419371786556184,-3.7063459587701053,1,Apartment,154.0,1078.0,4620.0,16,1,0
8678,Goya,Salamanca,28001.0,40.42555567702762,-3.6785208062440216,0,Apartment,50.0,350.0,1500.0,42,4,0
8679,Embajadores,Centro,28012.0,40.40905203982289,-3.702378663547568,1,Apartment,47.0,329.0,1410.0,12,1,0
8680,Universidad,Centro,28004.0,40.42476803359478,-3.703196017338983,1,Apartment,65.0,455.0,1950.0,15,1,0
8681,Justicia,Centro,28004.0,40.420680420744574,-3.6984915837192385,1,Apartment,29.0,203.0,870.0,14,1,0
8682,Justicia,Centro,28004.0,40.424862688807224,-3.6918051587148684,1,Apartment,105.0,735.0,3150.0,14,1,0
8683,San Diego,Puente de Vallecas,28053.0,40.394948546134565,-3.6699993223846072,1,Apartment,26.0,182.0,780.0,132,13,0
8684,Palacio,Centro,28005.0,40.415209529541706,-3.7109012057204342,0,Apartment,110.0,770.0,3300.0,11,1,0
8685,Universidad,Centro,28004.0,40.42431555049707,-3.7025488184729816,0,Apartment,68.0,476.0,2040.0,15,1,0
8686,Puerta del Angel,Latina,28011.0,40.40923026275578,-3.7274079505446727,1,Apartment,64.0,448.0,1920.0,102,10,0
8687,Universidad,Centro,28004.0,40.42450032039835,-3.7066855039862223,1,Apartment,55.0,385.0,1650.0,15,1,0
8688,Sol,Centro,28012.0,40.41391788003151,-3.707847440908758,1,Loft,50.0,350.0,1500.0,16,1,2
8689,Embajadores,Centro,28012.0,40.407724672275094,-3.7006179833303823,0,Apartment,75.0,525.0,2250.0,12,1,0
8690,Guindalera,Salamanca,28028.0,40.431925591482646,-3.6644664515843046,1,Apartment,40.0,280.0,1200.0,44,4,0
8691,Palomeras Bajas,Puente de Vallecas,28018.0,40.38156639039536,-3.6648063170079417,1,Apartment,20.0,140.0,600.0,133,13,0
8692,Lista,Salamanca,28006.0,40.43109937193528,-3.672645293612364,0,Apartment,33.0,231.0,990.0,45,4,0
8693,Almenara,Tetuán,28046.0,40.47199591212526,-3.6885915557595466,1,Condominium,30.0,210.0,900.0,64,6,7
8694,Castellana,Salamanca,28006.0,40.43430417797163,-3.680838692558909,1,Apartment,230.0,1610.0,6900.0,46,4,0
8695,Campamento,Latina,28024.0,40.397065375165326,-3.769236445875813,1,Apartment,59.0,413.0,1770.0,105,10,0
8696,Goya,Salamanca,28001.0,40.42727937452768,-3.6774218951122655,1,Apartment,35.0,245.0,1050.0,42,4,0
8697,Bellas Vistas,Tetuán,28039.0,40.45241075036709,-3.704941617883576,1,Apartment,110.0,770.0,3300.0,61,6,0
8698,Palacio,Centro,28005.0,40.41367630482314,-3.71207632498006,0,Loft,20.0,140.0,600.0,11,1,2
8699,Universidad,Centro,28015.0,40.424545715265104,-3.7100761318522113,1,Apartment,49.0,343.0,1470.0,15,1,0
8700,Fuente del Berro,Salamanca,28028.0,40.42188463075614,-3.666542158692092,1,Condominium,95.0,665.0,2850.0,43,4,7
8701,Delicias,Arganzuela,28045.0,40.39588189901664,-3.695485574225208,1,Apartment,99.0,693.0,2970.0,25,2,0
8702,Universidad,Centro,28004.0,40.42417089249406,-3.7056066105151984,0,Apartment,50.0,350.0,1500.0,15,1,0
8703,Arapiles,Chamberí,28015.0,40.43443739365358,-3.7063354670653847,1,Apartment,18.0,126.0,540.0,72,7,0
8704,Justicia,Centro,28004.0,40.42492049917967,-3.6982868559958857,1,Apartment,90.0,630.0,2700.0,14,1,0
8705,Gaztambide,Chamberí,28015.0,40.43451351536561,-3.7122911989809686,1,Apartment,13.0,91.0,390.0,71,7,0
8706,Aluche,Latina,28047.0,40.386116877258985,-3.7622191561144738,0,Apartment,18.0,126.0,540.0,104,10,0
8707,Cuatro Caminos,Tetuán,28020.0,40.45083519482678,-3.69817609147007,1,Apartment,85.0,595.0,2550.0,62,6,0
8708,Delicias,Arganzuela,28045.0,40.39940116973785,-3.696875772883355,0,Apartment,60.0,420.0,1800.0,25,2,0
8709,Ventas,Ciudad Lineal,28017.0,40.42993935652094,-3.6577997239316136,1,Apartment,38.0,266.0,1140.0,151,15,0
8710,Almagro,Chamberí,28010.0,40.43611435431836,-3.695977405027143,0,Apartment,70.0,490.0,2100.0,74,7,0
8711,Embajadores,Centro,28005.0,40.41129600768835,-3.707569792099125,1,Apartment,29.0,203.0,870.0,12,1,0
8712,Hispanoamérica,Chamartín,28036.0,40.45860923514734,-3.686939646548444,1,Apartment,181.0,1267.0,5430.0,54,5,0
8713,Puerta del Angel,Latina,28011.0,40.41198224548508,-3.73324679379586,1,Apartment,138.0,966.0,4140.0,102,10,0
8714,Pacífico,Retiro,28007.0,40.40660206783421,-3.67604748521,1,Apartment,29.0,203.0,870.0,31,3,0
8715,Palos de Moguer,Arganzuela,28012.0,40.4058295552132,-3.6946192025942106,0,Apartment,90.0,630.0,2700.0,26,2,0
8716,Sol,Centro,28013.0,40.419889769788135,-3.7024510795544185,1,Apartment,180.0,1260.0,5400.0,16,1,0
8717,Cortes,Centro,28014.0,40.41041872331963,-3.6941870537759662,0,Apartment,30.0,210.0,900.0,13,1,0
8718,Goya,Salamanca,28009.0,40.42429611351781,-3.6782397958710127,1,Apartment,161.0,1127.0,4830.0,42,4,0
8719,Universidad,Centro,28004.0,40.421616583903756,-3.7031333918662903,0,Apartment,99.0,693.0,2970.0,15,1,0
8720,Cortes,Centro,28014.0,40.41308517261804,-3.698430969839247,1,Apartment,74.0,518.0,2220.0,13,1,0
8721,Casa de Campo,Moncloa - Aravaca,28008.0,40.42302146990453,-3.7163940864010447,0,Apartment,40.0,280.0,1200.0,91,9,0
8722,Argüelles,Moncloa - Aravaca,28008.0,40.42085290272325,-3.7174315036506975,1,Apartment,85.0,595.0,2550.0,92,9,0
8723,Ciudad Jardín,Chamartín,28002.0,40.446235745937436,-3.674299662537392,1,Condominium,70.0,490.0,2100.0,53,5,7
8724,Pacífico,Retiro,28007.0,40.403749894357226,-3.67260853275986,1,Apartment,60.0,420.0,1800.0,31,3,0
8725,Pacífico,Retiro,28007.0,40.40425592099143,-3.6814249733919295,1,Apartment,30.0,210.0,900.0,31,3,0
8726,Pilar,Fuencarral - El Pardo,28029.0,40.47622846704273,-3.713954679950527,1,Apartment,80.0,560.0,2400.0,84,8,0
8727,Embajadores,Centro,28012.0,40.41049348913357,-3.7051698183479473,1,Serviced apartment,71.0,497.0,2130.0,12,1,5
8728,Cortes,Centro,28014.0,40.412896927635,-3.6993674427503342,1,Apartment,75.0,525.0,2250.0,13,1,0
8729,Embajadores,Centro,28012.0,40.40954702324777,-3.7059480830601363,0,Apartment,39.0,273.0,1170.0,12,1,0
8730,Embajadores,Centro,28012.0,40.40583409775493,-3.7012211093509104,0,Apartment,80.0,560.0,2400.0,12,1,0
8731,Sol,Centro,28013.0,40.415634660732,-3.707615996367436,0,Apartment,90.0,630.0,2700.0,16,1,0
8732,Justicia,Centro,28004.0,40.42024510528987,-3.6974776047144418,0,Apartment,407.280000000017,2850.960000000119,12218.40000000051,14,1,0
8733,San Isidro,Carabanchel,28019.0,40.38974500816782,-3.7305186086343354,1,Apartment,20.0,140.0,600.0,113,11,0
8734,Castellana,Salamanca,28006.0,40.431792843016424,-3.686103186569668,1,Apartment,310.0,2170.0,9300.0,46,4,0
8735,Sol,Centro,28013.0,40.41754680543004,-3.703760790484013,1,Apartment,90.0,630.0,2700.0,16,1,0
8736,Casco Histórico de Vallecas,Villa de Vallecas,28031.0,40.374781165598456,-3.627214028675507,1,Apartment,22.0,154.0,660.0,181,18,0
8737,Sol,Centro,28004.0,40.41608936288174,-3.704577652138384,0,Apartment,50.0,350.0,1500.0,16,1,0
8738,Sol,Centro,28013.0,40.41586800508068,-3.705237494228523,1,Apartment,90.0,630.0,2700.0,16,1,0
8739,Sol,Centro,28013.0,40.41561190356589,-3.703916521986074,1,Apartment,91.0,637.0,2730.0,16,1,0
8740,Palacio,Centro,28013.0,40.42195307171403,-3.71076847743316,0,Apartment,40.0,280.0,1200.0,11,1,0
8741,Recoletos,Salamanca,28001.0,40.42129818892976,-3.691041518579663,0,House,45.0,315.0,1350.0,41,4,4
8742,Embajadores,Centro,28012.0,40.409597198183214,-3.7038349663250334,1,Apartment,70.0,490.0,2100.0,12,1,0
8743,Goya,Salamanca,28009.0,40.425851355369204,-3.6728373963146432,1,Apartment,35.0,245.0,1050.0,42,4,0
8744,Universidad,Centro,28004.0,40.42273955689798,-3.702696675407208,1,Apartment,150.0,1050.0,4500.0,15,1,0
8745,Fuente del Berro,Salamanca,28028.0,40.42458788145135,-3.6615214249123667,1,House,20.0,140.0,600.0,43,4,4
8746,San Diego,Puente de Vallecas,28018.0,40.38621766146597,-3.666192221335681,1,Apartment,25.0,175.0,750.0,132,13,0
8747,Universidad,Centro,28004.0,40.426368151271355,-3.7038920711460888,0,Apartment,88.0,616.0,2640.0,15,1,0
8748,Universidad,Centro,28004.0,40.424722606341895,-3.701725845595308,1,Apartment,150.0,1050.0,4500.0,15,1,0
8749,Recoletos,Salamanca,28009.0,40.42240210918453,-3.6842384645861097,1,Apartment,190.0,1330.0,5700.0,41,4,0
8750,Guindalera,Salamanca,28028.0,40.430711999254115,-3.666502034714183,0,Bed and breakfast,60.0,420.0,1800.0,44,4,8
8751,Embajadores,Centro,28012.0,40.41243357408477,-3.7051796960091297,1,Apartment,100.0,700.0,3000.0,12,1,0
8752,Bellas Vistas,Tetuán,28039.0,40.451181630451934,-3.708933206751208,0,Apartment,25.0,175.0,750.0,61,6,0
8753,Sol,Centro,28012.0,40.41495751734855,-3.7080370163660716,0,Loft,90.0,630.0,2700.0,16,1,2
8754,Universidad,Centro,28004.0,40.4273318730795,-3.7046775315520697,1,Loft,300.0,2100.0,9000.0,15,1,2
8755,Gaztambide,Chamberí,28015.0,40.43339207145241,-3.712153174809621,0,Apartment,18.0,126.0,540.0,71,7,0
8756,Justicia,Centro,28004.0,40.421148097644966,-3.69993040783349,0,Apartment,150.0,1050.0,4500.0,14,1,0
8757,Universidad,Centro,28004.0,40.420477125444094,-3.7052380359967945,1,Loft,49.0,343.0,1470.0,15,1,2
8758,Palacio,Centro,28013.0,40.41707919294022,-3.7099457881495805,0,Loft,65.0,455.0,1950.0,11,1,2
8759,Pacífico,Retiro,28007.0,40.401292963267494,-3.675079280849377,1,Apartment,53.0,371.0,1590.0,31,3,0
8760,Sol,Centro,28012.0,40.416820868732465,-3.7085067873109545,1,Apartment,78.0,546.0,2340.0,16,1,0
8761,Gaztambide,Chamberí,28015.0,40.431140102953336,-3.712519945488925,1,House,150.0,1050.0,4500.0,71,7,4
8762,Embajadores,Centro,28012.0,40.40774760690202,-3.6984531665877056,0,Apartment,57.0,399.0,1710.0,12,1,0
8763,Recoletos,Salamanca,28001.0,40.42387236494718,-3.6893151829882864,1,Apartment,80.0,560.0,2400.0,41,4,0
8764,Trafalgar,Chamberí,28010.0,40.43139227288688,-3.702138345164886,0,Apartment,34.0,238.0,1020.0,73,7,0
8765,Palacio,Centro,28005.0,40.41011962246448,-3.710026486585956,1,Serviced apartment,42.0,294.0,1260.0,11,1,5
8766,San Diego,Puente de Vallecas,28053.0,40.388766320235646,-3.667011245955832,0,Apartment,48.0,336.0,1440.0,132,13,0
8767,Canillejas,San Blas - Canillejas,28022.0,40.4376020036989,-3.6111939800856105,1,Apartment,300.0,2100.0,9000.0,207,20,0
8768,Recoletos,Salamanca,28001.0,40.42459375256088,-3.6865733771935565,1,Apartment,258.0,1806.0,7740.0,41,4,0
8769,Ríos Rosas,Chamberí,28003.0,40.44308548349442,-3.703328770639746,0,Apartment,95.0,665.0,2850.0,75,7,0
8770,Cortes,Centro,28014.0,40.416041959086336,-3.696961747901,1,Apartment,360.0,2520.0,10800.0,13,1,0
8771,Atocha,Arganzuela,28045.0,40.405400934779784,-3.6895875307717225,0,Apartment,75.0,525.0,2250.0,27,2,0
8772,Palacio,Centro,28005.0,40.412142291747436,-3.708419288099156,0,Apartment,60.0,420.0,1800.0,11,1,0
8773,Concepción,Ciudad Lineal,28027.0,40.432554117819905,-3.6586495167818422,1,Apartment,22.0,154.0,660.0,154,15,0
8774,Embajadores,Centro,28005.0,40.40811967229747,-3.70544662364982,0,Apartment,44.0,308.0,1320.0,12,1,0
8775,Justicia,Centro,28004.0,40.423120409414466,-3.6973424246373776,1,Loft,50.0,350.0,1500.0,14,1,2
8776,Embajadores,Centro,28012.0,40.406252670507996,-3.699975674821466,1,Apartment,25.0,175.0,750.0,12,1,0
8777,Almagro,Chamberí,28003.0,40.43807105680956,-3.699869495564478,0,Apartment,60.0,420.0,1800.0,74,7,0
8778,Sol,Centro,28013.0,40.417171995309296,-3.705333600426718,1,Apartment,90.0,630.0,2700.0,16,1,0
8779,El Viso,Chamartín,28046.0,40.45116680154413,-3.6902595315848337,0,Apartment,76.0,532.0,2280.0,51,5,0
8780,Sol,Centro,28013.0,40.415728241740275,-3.705157734387632,1,Apartment,80.0,560.0,2400.0,16,1,0
8781,Castilla,Chamartín,28046.0,40.472674718701896,-3.6862601967196102,0,Apartment,39.0,273.0,1170.0,56,5,0
8782,Guindalera,Salamanca,28028.0,40.43454012558243,-3.662157463782668,0,Apartment,33.0,231.0,990.0,44,4,0
8783,El Goloso,Fuencarral - El Pardo,28049.0,40.50585312001738,-3.7008675305403833,0,Condominium,65.0,455.0,1950.0,88,8,7
8784,Bellas Vistas,Tetuán,28039.0,40.45211397866305,-3.705034231209463,1,Apartment,70.0,490.0,2100.0,61,6,0
8785,Justicia,Centro,28004.0,40.42287610989991,-3.6993264365870138,1,Other,250.0,1750.0,7500.0,14,1,6
8786,Embajadores,Centro,28012.0,40.409530107866885,-3.702604760068768,0,Apartment,20.0,140.0,600.0,12,1,0
8787,Fuente del Berro,Salamanca,28028.0,40.42622313055795,-3.666348852277901,1,Apartment,20.0,140.0,600.0,43,4,0
8788,Cortes,Centro,28014.0,40.41218265290795,-3.694176395286721,1,Apartment,141.0,987.0,4230.0,13,1,0
8789,Universidad,Centro,28004.0,40.423937596595685,-3.704441131280588,0,Guest suite,45.0,315.0,1350.0,15,1,3
8790,Castellana,Salamanca,28006.0,40.436736918736294,-3.6826101062242347,1,Apartment,60.0,420.0,1800.0,46,4,0
8791,Cuatro Caminos,Tetuán,28020.0,40.4485863052454,-3.702484175421235,1,Apartment,59.0,413.0,1770.0,62,6,0
8792,Bellas Vistas,Tetuán,28020.0,40.4487001360731,-3.7037479459992286,1,Apartment,63.0,441.0,1890.0,61,6,0
8793,Palacio,Centro,28005.0,40.412340192205455,-3.7104613628059537,0,Apartment,68.0,476.0,2040.0,11,1,0
8794,Cuatro Caminos,Tetuán,28020.0,40.44706772966586,-3.703152333190821,1,Apartment,86.0,602.0,2580.0,62,6,0
8795,Cuatro Caminos,Tetuán,28020.0,40.44705989191258,-3.7021155710832674,1,Apartment,79.0,553.0,2370.0,62,6,0
8796,Comillas,Carabanchel,28019.0,40.394647890768454,-3.7094758618944503,0,Apartment,60.0,420.0,1800.0,111,11,0
8797,Universidad,Centro,28015.0,40.42232892966083,-3.707021553265176,1,Serviced apartment,64.0,448.0,1920.0,15,1,5
8798,Cortes,Centro,28012.0,40.415219100458174,-3.7005341127541316,1,Apartment,57.0,399.0,1710.0,13,1,0
8799,Palos de Moguer,Arganzuela,28045.0,40.401604819635075,-3.69669709065347,1,Apartment,200.0,1400.0,6000.0,26,2,0
8800,Almenara,Tetuán,28029.0,40.467140422619075,-3.695568846776824,1,Apartment,25.0,175.0,750.0,64,6,0
8801,Justicia,Centro,28004.0,40.42337948484822,-3.698028711246154,0,Apartment,110.0,770.0,3300.0,14,1,0
