,BARRIO,CODIGOPOSTAL,DENOMINACION,DISTRITO,LATITUD,LONGITUD,TIPOTRANSPORTE,BARRIO_NOMBRE,DISTRITO_NOMBRE
19,33.0,28007.0,CALLAO,3.0,40.42008325439652,-3.7056647767005217,Metro,Estrella,Retiro
20,171.0,28021.0,HORTALEZA,17.0,40.47537171795902,-3.6525726113410113,Metro,"Villaverde Alto, Casco HistÃ³rico de Villaverde",Villaverde
21,206.0,28022.0,AEROPUERTO T4,20.0,40.491766772326,-3.5932455972134267,Metro,Rejas,San Blas - Canillejas
22,142.0,28030.0,PITIS,14.0,40.49510584237574,-3.72589123290808,Metro,Horcajo,Moratalaz
23,83.0,28035.0,MOSTOLES CENTRAL,8.0,40.328500218331534,-3.863542175638656,Metro,PeÃ±agrande,Fuencarral - El Pardo
24,83.0,28035.0,PUERTA DE TOLEDO,8.0,40.407035754461866,-3.711046450767629,Metro,PeÃ±agrande,Fuencarral - El Pardo
25,83.0,28035.0,LA MORALEJA,8.0,40.53195564734653,-3.635559522713986,Metro,PeÃ±agrande,Fuencarral - El Pardo
26,63.0,28020.0,FUENLABRADA CENTRAL,6.0,40.2826757751405,-3.7989069007820175,Metro,Castillejos,TetuÃ¡n
27,135.0,28038.0,CARTAGENA,13.0,40.439337495245134,-3.672151601329782,Metro,Portazgo,Puente de Vallecas
28,134.0,28038.0,PLAZA DE ESPAÑA,13.0,40.42408688460979,-3.7096987115977367,Metro,Palomeras Sureste,Puente de Vallecas
29,87.0,28034.0,ISLAS FILIPINAS,8.0,40.439068206632655,-3.7137286447993536,Metro,Mirasierra,Fuencarral - El Pardo
30,134.0,28038.0,IBIZA,13.0,40.41839121058978,-3.6785751055264586,Metro,Palomeras Sureste,Puente de Vallecas
31,174.0,28041.0,ALVARADO,17.0,40.45033197599432,-3.703314209275785,Metro,Los Rosales,Villaverde
32,171.0,28021.0,COLON,17.0,40.42541918213737,-3.6910073925714295,Metro,"Villaverde Alto, Casco HistÃ³rico de Villaverde",Villaverde
33,121.0,28041.0,SEVILLA,12.0,40.41805074812411,-3.699251138040337,Metro,Orcasitas,Usera
34,93.0,28040.0,BANCO DE ESPAÑA,9.0,40.419219786114795,-3.694965105581384,Metro,Ciudad Universitaria,Moncloa - Aravaca
35,93.0,28040.0,ESTRECHO,9.0,40.45428802582823,-3.7030229599498505,Metro,Ciudad Universitaria,Moncloa - Aravaca
36,83.0,28035.0,RIVAS FUTURA,8.0,40.34134215405359,-3.524789012271881,Metro,PeÃ±agrande,Fuencarral - El Pardo
37,93.0,28040.0,PLAZA ELIPTICA,9.0,40.38460005540756,-3.7183705578119546,Metro,Ciudad Universitaria,Moncloa - Aravaca
38,93.0,28040.0,AEROPUERTO T1 T2 T3,9.0,40.4686442368363,-3.5695382559432054,Metro,Ciudad Universitaria,Moncloa - Aravaca
39,93.0,28040.0,AVENIDA DE AMERICA,9.0,40.43803257738159,-3.676639555326264,Metro,Ciudad Universitaria,Moncloa - Aravaca
40,174.0,28021.0,CUATRO CAMINOS,17.0,40.44697459690457,-3.7038686992860153,Metro,Los Rosales,Villaverde
41,174.0,28021.0,MANUEL BECERRA,17.0,40.42790447983754,-3.6692051807116384,Metro,Los Rosales,Villaverde
42,175.0,28041.0,PUENTE DE VALLECAS,17.0,40.39819215100294,-3.6690589994785863,Metro,Los Angeles,Villaverde
43,175.0,28041.0,JARAMA,17.0,40.42295480433805,-3.5254937648988705,Metro,Los Angeles,Villaverde
44,97.0,28023.0,CANAL,9.0,40.43870250794506,-3.7048889886567364,Metro,Aravaca,Moncloa - Aravaca
45,157.0,28033.0,RONDA DE LA COMUNICACION,15.0,40.515534647177454,-3.662765103503245,Metro,Colina,Ciudad Lineal
46,163.0,28033.0,ALONSO MARTINEZ,16.0,40.42852602883,-3.696431886003887,Metro,Canillas,Hortaleza
47,166.0,28055.0,PALOS DE LA FRONTERA,16.0,40.40307228397831,-3.6942326840798296,Metro,Valdefuentes,Hortaleza
48,166.0,28055.0,PUEBLO NUEVO,16.0,40.435658515499135,-3.642822937252169,Metro,Valdefuentes,Hortaleza
49,166.0,28033.0,GUZMAN EL BUENO,16.0,40.44636607914371,-3.712294037060568,Metro,Valdefuentes,Hortaleza
50,164.0,28033.0,PACIFICO,16.0,40.40126178904823,-3.6751365562133396,Metro,Pinar del Rey,Hortaleza
51,163.0,28043.0,GRAN VIA,16.0,40.419986617735724,-3.7018039301356613,Metro,Canillas,Hortaleza
52,82.0,28035.0,SIERRA DE GUADALUPE,8.0,40.382164250300605,-3.624717470148779,Metro,Fuentelareina,Fuencarral - El Pardo
53,82.0,28035.0,FUENCARRAL,8.0,40.495085162407655,-3.692831231006568,Metro,Fuentelareina,Fuencarral - El Pardo
54,93.0,28035.0,VALDEACEDERAS,9.0,40.464424178598684,-3.6950620375087535,Metro,Ciudad Universitaria,Moncloa - Aravaca
55,93.0,28040.0,PAN BENDITO,9.0,40.375868636656726,-3.7341688565304656,Metro,Ciudad Universitaria,Moncloa - Aravaca
56,141.0,28030.0,PARQUE LISBOA,14.0,40.349687281522186,-3.8211957325521553,Metro,Pavones,Moratalaz
57,146.0,28030.0,LAGUNA,14.0,40.399229624710614,-3.7442887180566315,Metro,Vinateros,Moratalaz
58,146.0,28030.0,PARQUE DE LOS ESTADOS,14.0,40.286835800532614,-3.7869740434575014,Metro,Vinateros,Moratalaz
59,144.0,28030.0,JUAN DE LA CIERVA,14.0,40.31180236485632,-3.722240122704442,Metro,Media Legua,Moratalaz
60,144.0,28030.0,EL CARRASCAL,14.0,40.33663824377751,-3.740184882914837,Metro,Media Legua,Moratalaz
61,33.0,28007.0,CASA DEL RELOJ,3.0,40.326602721384226,-3.75942499130863,Metro,Estrella,Retiro
62,36.0,28009.0,EL CAPRICHO,3.0,40.453468332704944,-3.5940116576957872,Metro,NiÃ±o JesÃºs,Retiro
63,34.0,28009.0,VILLA DE VALLECAS,3.0,40.379598611419055,-3.6212964848823486,Metro,Ibiza,Retiro
64,155.0,28027.0,VALDEBERNARDO,15.0,40.40004712961799,-3.6215591598085286,Metro,San Pascual,Ciudad Lineal
65,175.0,28041.0,COLOMBIA,17.0,40.45748975041236,-3.676939059402893,Metro,Los Angeles,Villaverde
66,21.0,28005.0,LAS MUSAS,2.0,40.43298812793981,-3.6078795142763234,Metro,Imperial,Arganzuela
67,113.0,28019.0,DIEGO DE LEON,11.0,40.432947682446056,-3.67293856677242,Metro,San Isidro,Carabanchel
68,101.0,28047.0,NUÑEZ DE BALBOA,10.0,40.43012982126571,-3.679363719455617,Metro,CÃ¡rmenes,Latina
69,104.0,28047.0,VENTAS,10.0,40.43088480319491,-3.6636058417273496,Metro,Aluche,Latina
70,93.0,28040.0,PLAZA DE CASTILLA,9.0,40.46689653414191,-3.6890861043280823,Metro,Ciudad Universitaria,Moncloa - Aravaca
71,104.0,28047.0,PUERTA DE ARGANDA,10.0,40.40131578216118,-3.5959753029479637,Metro,Aluche,Latina
72,107.0,28044.0,CAMPO DE LAS NACIONES,10.0,40.46389315131333,-3.616204682241519,Metro,Aguilas,Latina
73,107.0,28044.0,EUGENIA DE MONTIJO,10.0,40.384385797175725,-3.7512111847828216,Metro,Aguilas,Latina
74,107.0,28044.0,LA FORTUNA,10.0,40.35795312892653,-3.777825849896004,Metro,Aguilas,Latina
75,107.0,28044.0,ALSACIA,10.0,40.41829269464442,-3.6235060015486655,Metro,Aguilas,Latina
76,107.0,28044.0,LA ALMUDENA,10.0,40.423613290680564,-3.639142330362573,Metro,Aguilas,Latina
77,107.0,28044.0,PACO DE LUCIA,10.0,40.499654912051675,-3.709081480557363,Metro,Aguilas,Latina
78,122.0,28041.0,VELAZQUEZ,12.0,40.42503255086481,-3.6829181480861983,Metro,Orcasur,Usera
79,87.0,28035.0,PROSPERIDAD,8.0,40.444188974144545,-3.6748189029920586,Metro,Mirasierra,Fuencarral - El Pardo
80,85.0,28034.0,ARTURO SORIA,8.0,40.4558324918715,-3.6561812180978235,Metro,La Paz,Fuencarral - El Pardo
81,83.0,28035.0,CANILLAS,8.0,40.46381053698017,-3.6355954639810872,Metro,PeÃ±agrande,Fuencarral - El Pardo
82,181.0,28031.0,PARQUE DE SANTA MARIA,18.0,40.47711429389674,-3.645242002165628,Metro,Casco HistÃ³rico de Vallecas,Villa de Vallecas
83,181.0,28031.0,CIUDAD LINEAL,18.0,40.4380484084201,-3.6381575883454986,Metro,Casco HistÃ³rico de Vallecas,Villa de Vallecas
84,208.0,28027.0,LA LATINA,20.0,40.41128032868688,-3.7081608685190153,Metro,Salvador,San Blas - Canillejas
85,32.0,28007.0,CARABANCHEL,3.0,40.38782701996798,-3.744870521041383,Metro,Adelfas,Retiro
86,36.0,28007.0,RIVAS URBANIZACIONES,3.0,40.36677150257752,-3.5472758067455525,Metro,NiÃ±o JesÃºs,Retiro
87,88.0,28049.0,LISTA,8.0,40.42916852025578,-3.675409822278686,Metro,El Goloso,Fuencarral - El Pardo
88,52.0,28002.0,LAGO,5.0,40.416414110991504,-3.735631059373624,Metro,Prosperidad,ChamartÃ­n
89,113.0,28019.0,BATAN,11.0,40.40786020840237,-3.7531099371759526,Metro,San Isidro,Carabanchel
90,113.0,28019.0,SOL,11.0,40.41687606089402,-3.7032616485752814,Metro,San Isidro,Carabanchel
91,87.0,28035.0,SOL,8.0,40.4168474580948,-3.703261350755212,Metro,Mirasierra,Fuencarral - El Pardo
92,87.0,28035.0,SOL,8.0,40.41681647165373,-3.703261028116504,Metro,Mirasierra,Fuencarral - El Pardo
93,97.0,28023.0,NUEVOS MINISTERIOS,9.0,40.44662121518253,-3.692406458511457,Metro,Aravaca,Moncloa - Aravaca
94,97.0,28023.0,NUEVOS MINISTERIOS,9.0,40.44658546516346,-3.692406091632044,Metro,Aravaca,Moncloa - Aravaca
95,96.0,28023.0,LA POVEDA,9.0,40.31901573079284,-3.4774473505884553,Metro,El PlantÃ­o,Moncloa - Aravaca
96,123.0,28041.0,EMPALME,12.0,40.390572557831575,-3.765347875572339,Metro,San FermÃ­n,Usera
97,164.0,28043.0,GETAFE CENTRAL,16.0,40.309927909041654,-3.734025028929002,Metro,Pinar del Rey,Hortaleza
98,142.0,28030.0,TRIBUNAL,14.0,40.42618539559021,-3.70109984950459,Metro,Horcajo,Moratalaz
99,142.0,28030.0,CARPETANA,14.0,40.39270189946354,-3.7409936767135568,Metro,Horcajo,Moratalaz
100,181.0,28053.0,OPAÑEL,18.0,40.386904404255596,-3.7231336211636132,Metro,Casco HistÃ³rico de Vallecas,Villa de Vallecas
101,181.0,28053.0,CONDE DE CASAL,18.0,40.406967950475384,-3.670408067233978,Metro,Casco HistÃ³rico de Vallecas,Villa de Vallecas
102,181.0,28053.0,METROPOLITANO,18.0,40.44643639934854,-3.719426711968892,Metro,Casco HistÃ³rico de Vallecas,Villa de Vallecas
103,86.0,28050.0,ALTO DE EXTREMADURA,8.0,40.409926016985075,-3.7389361815722615,Metro,Valverde,Fuencarral - El Pardo
104,85.0,28029.0,TIRSO DE MOLINA,8.0,40.41234809411017,-3.704655268799714,Metro,La Paz,Fuencarral - El Pardo
105,11.0,28005.0,PLAZA DE ESPAÑA,1.0,40.42341602795806,-3.711197037580092,Metro,Palacio,Centro
106,46.0,28006.0,VENTURA RODRIGUEZ,4.0,40.427087364431074,-3.7134130967054535,Metro,Castellana,Salamanca
107,46.0,28006.0,LAS TABLAS,4.0,40.508330121063906,-3.6694425832834607,Metro,Castellana,Salamanca
108,46.0,28006.0,CASA DE CAMPO,4.0,40.40324227083588,-3.7610136676264982,Metro,Castellana,Salamanca
109,135.0,28018.0,CASA DE CAMPO,13.0,40.40320794801885,-3.7610132810837666,Metro,Portazgo,Puente de Vallecas
110,93.0,28040.0,PUEBLO NUEVO,9.0,40.435692838992274,-3.64282326413925,Metro,Ciudad Universitaria,Moncloa - Aravaca
111,93.0,28040.0,CIUDAD UNIVERSITARIA,9.0,40.443564676946224,-3.726784810097875,Metro,Ciudad Universitaria,Moncloa - Aravaca
112,93.0,28040.0,GUZMAN EL BUENO,9.0,40.446328896938624,-3.7122936445261874,Metro,Ciudad Universitaria,Moncloa - Aravaca
113,93.0,28040.0,VINATEROS,9.0,40.410239927799566,-3.652734207104764,Metro,Ciudad Universitaria,Moncloa - Aravaca
114,32.0,28007.0,ARTILLEROS,3.0,40.4052238336675,-3.641812337774728,Metro,Adelfas,Retiro
115,136.0,28038.0,NUEVA NUMANCIA,13.0,40.39553816215715,-3.664141701485669,Metro,Numancia,Puente de Vallecas
116,136.0,28038.0,SAN CIPRIANO,13.0,40.40381175745944,-3.6023940495699014,Metro,Numancia,Puente de Vallecas
117,136.0,28038.0,ALAMEDA DE OSUNA,13.0,40.45778862852046,-3.5875209290434937,Metro,Numancia,Puente de Vallecas
118,135.0,28030.0,ATOCHA,13.0,40.40885159837553,-3.692487271050582,Metro,Portazgo,Puente de Vallecas
119,134.0,28030.0,ATOCHA RENFE,13.0,40.40658681454251,-3.6893781107658525,Metro,Palomeras Sureste,Puente de Vallecas
120,182.0,28031.0,OPERA,18.0,40.418092919493105,-3.70941860871968,Metro,Santa Eugenia,Villa de Vallecas
121,182.0,28031.0,ALONSO MARTINEZ,18.0,40.427720113338644,-3.6959386952332616,Metro,Santa Eugenia,Villa de Vallecas
122,182.0,28031.0,TETUAN,18.0,40.46055188266482,-3.6982498939723283,Metro,Santa Eugenia,Villa de Vallecas
123,71.0,28015.0,LA GAVIA,7.0,40.37019166319747,-3.6134634830752566,Metro,Gaztambide,ChamberÃ­
124,76.0,28003.0,GOYA,7.0,40.4245483896706,-3.6759101761859614,Metro,Vallehermoso,ChamberÃ­
125,61.0,28039.0,PRINCIPE DE VERGARA,6.0,40.422944861760726,-3.6801226810436933,Metro,Bellas Vistas,TetuÃ¡n
126,61.0,28039.0,RETIRO,6.0,40.42030671752325,-3.6862447191778416,Metro,Bellas Vistas,TetuÃ¡n
127,93.0,28040.0,SANTO DOMINGO,9.0,40.421315408133175,-3.707955276656987,Metro,Ciudad Universitaria,Moncloa - Aravaca
128,66.0,28039.0,SAN BERNARDO,6.0,40.4300127626608,-3.7055699332510224,Metro,Berruguete,TetuÃ¡n
129,66.0,28039.0,LAS SUERTES,6.0,40.36322802476594,-3.59953268972882,Metro,Berruguete,TetuÃ¡n
130,65.0,28039.0,VALDECARROS,6.0,40.36006813318517,-3.5931603549987696,Metro,Valdeacederas,TetuÃ¡n
131,134.0,28018.0,IGLESIA,13.0,40.434923478284944,-3.698979992348473,Metro,Palomeras Sureste,Puente de Vallecas
132,134.0,28038.0,GRAN VIA,13.0,40.42000827950947,-3.701804154062708,Metro,Palomeras Sureste,Puente de Vallecas
133,135.0,28018.0,BAMBU,13.0,40.47681536116508,-3.676367441471156,Metro,Portazgo,Puente de Vallecas
134,133.0,28018.0,PRINCIPE PIO,13.0,40.42106884438364,-3.7203235591422583,Metro,Palomeras Bajas,Puente de Vallecas
135,133.0,28018.0,PRINCIPE PIO,13.0,40.421030690465024,-3.720326270019501,Metro,Palomeras Bajas,Puente de Vallecas
136,182.0,28031.0,PRINCIPE PIO,18.0,40.420994937799975,-3.720325888662988,Metro,Santa Eugenia,Villa de Vallecas
137,133.0,28018.0,CUZCO,13.0,40.45842141927867,-3.6898507512138035,Metro,Palomeras Bajas,Puente de Vallecas
138,133.0,28018.0,SANTIAGO BERNABEU,13.0,40.45158917952577,-3.690379346734845,Metro,Palomeras Bajas,Puente de Vallecas
139,126.0,28026.0,PUERTA DEL SUR,12.0,40.34524287427679,-3.812110735047453,Metro,ZofÃ­o,Usera
140,146.0,28030.0,JOAQUIN VILUMBRALES,14.0,40.349848097734,-3.807201284367282,Metro,Vinateros,Moratalaz
141,146.0,28030.0,ABRANTES,14.0,40.38083361473125,-3.727900249121708,Metro,Vinateros,Moratalaz
142,211.0,28042.0,PORTAZGO,21.0,40.39266410896103,-3.6586824253444283,Metro,Alameda de Osuna,Barajas
143,211.0,28042.0,SAN BLAS,21.0,40.42799190676745,-3.6154690762577584,Metro,Alameda de Osuna,Barajas
144,211.0,28042.0,SIMANCAS,21.0,40.427992373025205,-3.625721672941209,Metro,Alameda de Osuna,Barajas
145,212.0,28042.0,PINAR DE CHAMARTIN,21.0,40.48013997815096,-3.666804481448275,Metro,Aeropuerto,Barajas
146,213.0,28042.0,PINAR DE CHAMARTIN,21.0,40.48013848447957,-3.6667610675346913,Metro,Casco HistÃ³rico de Barajas,Barajas
147,213.0,28042.0,OPERA,21.0,40.418093341994094,-3.7093496027052257,Metro,Casco HistÃ³rico de Barajas,Barajas
148,211.0,28042.0,OPERA,21.0,40.41809376445387,-3.709280596689311,Metro,Alameda de Osuna,Barajas
149,211.0,28042.0,PLAZA ELIPTICA,21.0,40.38460079038207,-3.7182520936067522,Metro,Alameda de Osuna,Barajas
150,211.0,28042.0,AVENIDA DE AMERICA,21.0,40.438035287850475,-3.676583431725225,Metro,Alameda de Osuna,Barajas
151,211.0,28042.0,AVENIDA DE AMERICA,21.0,40.43803561557426,-3.676527279518791,Metro,Alameda de Osuna,Barajas
152,211.0,28042.0,AVENIDA DE AMERICA,21.0,40.43803832871194,-3.676471152400047,Metro,Alameda de Osuna,Barajas
153,163.0,28043.0,MANUEL BECERRA,16.0,40.42790417380744,-3.669258203049727,Metro,Canillas,Hortaleza
154,163.0,28043.0,CUATRO CAMINOS,16.0,40.44697395278304,-3.7039747719782614,Metro,Canillas,Hortaleza
155,131.0,28053.0,CUATRO CAMINOS,13.0,40.44697427485956,-3.7039217350429934,Metro,EntrevÃ­as,Puente de Vallecas
156,131.0,28053.0,COLONIA JARDIN,13.0,40.39697542643425,-3.7746162561961634,Metro,EntrevÃ­as,Puente de Vallecas
157,131.0,28053.0,PARQUE OESTE,13.0,40.345894380413725,-3.849338616599969,Metro,EntrevÃ­as,Puente de Vallecas
158,131.0,28053.0,UNIVERSIDAD REY JUAN CARLOS,13.0,40.33512297659861,-3.872179606424482,Metro,EntrevÃ­as,Puente de Vallecas
159,131.0,28053.0,PRADILLO,13.0,40.321676964744675,-3.8648894029703085,Metro,EntrevÃ­as,Puente de Vallecas
160,27.0,28045.0,HOSPITAL DE MOSTOLES,2.0,40.316524281645606,-3.874712477719213,Metro,Atocha,Arganzuela
161,131.0,28053.0,CONSERVATORIO,13.0,40.29324384631658,-3.7457610404433774,Metro,EntrevÃ­as,Puente de Vallecas
162,131.0,28053.0,LORANCA,13.0,40.29681266405529,-3.837683457120192,Metro,EntrevÃ­as,Puente de Vallecas
163,114.0,28025.0,HOSPITAL DE FUENLABRADA,11.0,40.285755485877644,-3.816416808685618,Metro,Vista Alegre,Carabanchel
164,73.0,28010.0,PARQUE EUROPA,7.0,40.28517569649551,-3.80632299228354,Metro,Trafalgar,ChamberÃ­
165,73.0,28010.0,CANAL,7.0,40.43841299799997,-3.704334573354305,Metro,Trafalgar,ChamberÃ­
166,15.0,28004.0,QUEVEDO,1.0,40.43321731515756,-3.704332861250257,Metro,Universidad,Centro
167,153.0,28027.0,ARROYO CULEBRO,15.0,40.288741769149425,-3.7568233566673848,Metro,Quintana,Ciudad Lineal
168,153.0,28027.0,ALONSO DE MENDOZA,15.0,40.30081396192653,-3.7366369717124623,Metro,Quintana,Ciudad Lineal
169,205.0,28022.0,LOS ESPARTALES,20.0,40.32422701493734,-3.7181978645243983,Metro,Rosas,San Blas - Canillejas
170,202.0,28037.0,ALTO DEL ARENAL,20.0,40.38977101214874,-3.6452165490428254,Metro,HellÃ­n,San Blas - Canillejas
171,202.0,28037.0,JULIAN BESTEIRO,20.0,40.33474910783056,-3.7526589509919104,Metro,HellÃ­n,San Blas - Canillejas
172,207.0,28022.0,DELICIAS,20.0,40.399904778554394,-3.6941996160363377,Metro,Canillejas,San Blas - Canillejas
173,83.0,28035.0,SAN NICASIO,8.0,40.33616314789595,-3.7758736253007363,Metro,PeÃ±agrande,Fuencarral - El Pardo
174,84.0,28029.0,MIGUEL HERNANDEZ,8.0,40.38731574705667,-3.6395099006306384,Metro,Pilar,Fuencarral - El Pardo
175,31.0,28007.0,SAN FRANCISCO,3.0,40.37359884105575,-3.7391029291900186,Metro,PacÃ­fico,Retiro
176,206.0,28022.0,AVIACION ESPAÑOLA,20.0,40.383639437611244,-3.7839229464393767,Metro,Rejas,San Blas - Canillejas
177,162.0,28043.0,PINAR DEL REY,16.0,40.468001362073785,-3.6486683605201167,Metro,Piovera,Hortaleza
178,162.0,28043.0,LA ELIPA,16.0,40.426617234977186,-3.650518913902863,Metro,Piovera,Hortaleza
179,181.0,28031.0,ESTADIO OLIMPICO,18.0,40.43339348409986,-3.6001536542125243,Metro,Casco HistÃ³rico de Vallecas,Villa de Vallecas
180,152.0,28017.0,RIVAS VACIAMADRID,15.0,40.328370921892855,-3.5205975209537232,Metro,Pueblo Nuevo,Ciudad Lineal
181,164.0,28033.0,BUENOS AIRES,16.0,40.391562877215755,-3.653906122983696,Metro,Pinar del Rey,Hortaleza
182,159.0,28033.0,PAVONES,15.0,40.40051154957267,-3.6351225562934064,Metro,Costillares,Ciudad Lineal
183,42.0,28009.0,VILLAVERDE ALTO,4.0,40.34122865689154,-3.711990270868673,Metro,Goya,Salamanca
184,153.0,28027.0,VENTAS,15.0,40.43088449881344,-3.6636588664575465,Metro,Quintana,Ciudad Lineal
185,15.0,28015.0,MANUELA MALASAÑA,1.0,40.309030055836466,-3.864021197226151,Metro,Universidad,Centro
186,131.0,28053.0,PLAZA DE CASTILLA,13.0,40.46689603731065,-3.6891695870358365,Metro,EntrevÃ­as,Puente de Vallecas
187,131.0,28053.0,PLAZA DE CASTILLA,13.0,40.46689629239304,-3.689126653202441,Metro,EntrevÃ­as,Puente de Vallecas
188,131.0,28053.0,VILLAVERDE BAJO CRUCE,13.0,40.35089476396153,-3.692648941813436,Metro,EntrevÃ­as,Puente de Vallecas
189,131.0,28053.0,CHAMARTIN,13.0,40.472103124612666,-3.682590880549976,Metro,EntrevÃ­as,Puente de Vallecas
190,131.0,28053.0,BEGOÑA,13.0,40.48041293210537,-3.6858496955790008,Metro,EntrevÃ­as,Puente de Vallecas
191,131.0,28053.0,MARQUES DE LA VALDAVIA,13.0,40.541023562133525,-3.6373849411766868,Metro,EntrevÃ­as,Puente de Vallecas
192,132.0,28018.0,BAUNATAL,13.0,40.55442320714419,-3.635126023712041,Metro,San Diego,Puente de Vallecas
193,191.0,28032.0,MIRASIERRA,19.0,40.49109778486753,-3.716344482299208,Metro,Casco histÃ³rico de VicÃ¡lvaro,VicÃ¡lvaro
194,191.0,28032.0,SAINZ DE BARANDA,19.0,40.4150284968071,-3.6695137437026353,Metro,Casco histÃ³rico de VicÃ¡lvaro,VicÃ¡lvaro
195,191.0,28032.0,SAINZ DE BARANDA,19.0,40.41506853886661,-3.669514139418049,Metro,Casco histÃ³rico de VicÃ¡lvaro,VicÃ¡lvaro
196,205.0,28032.0,ASCAO,20.0,40.4302055301581,-3.6410557149842298,Metro,Rosas,San Blas - Canillejas
197,26.0,28012.0,PIRAMIDES,2.0,40.40259816545889,-3.711377122812317,Metro,Palos de Moguer,Arganzuela
198,141.0,28030.0,LEGANES CENTRAL,14.0,40.32898523094555,-3.771536996688428,Metro,Pavones,Moratalaz
199,192.0,28032.0,ALCORCON CENTRAL,19.0,40.35008434027941,-3.83177862063198,Metro,Valdebernardo,VicÃ¡lvaro
200,192.0,28032.0,EL CASAR,19.0,40.318623157885455,-3.709854042300059,Metro,Valdebernardo,VicÃ¡lvaro
201,192.0,28032.0,GOYA,19.0,40.42480540481797,-3.676846142907447,Metro,Valdebernardo,VicÃ¡lvaro
202,83.0,28035.0,PRINCIPE DE VERGARA,8.0,40.424175954821024,-3.6802398689995695,Metro,PeÃ±agrande,Fuencarral - El Pardo
203,83.0,28035.0,GREGORIO MARAÑON,8.0,40.43753407332082,-3.691267602842976,Metro,PeÃ±agrande,Fuencarral - El Pardo
204,83.0,28035.0,ARGANZUELA-PLANETARIO,8.0,40.393102704920715,-3.6886403474470937,Metro,PeÃ±agrande,Fuencarral - El Pardo
205,161.0,28042.0,CARABANCHEL ALTO,16.0,40.3720024216854,-3.751906344267269,Metro,Palomas,Hortaleza
206,161.0,28042.0,AVENIDA DE GUADALAJARA,16.0,40.42239358382272,-3.6120646096811457,Metro,Palomas,Hortaleza
207,159.0,28033.0,LAS ROSAS,15.0,40.42374843104424,-3.603305595567437,Metro,Costillares,Ciudad Lineal
208,15.0,28015.0,LA PESETA,1.0,40.36422401181158,-3.756902710588123,Metro,Universidad,Centro
209,175.0,28041.0,LUCERO,17.0,40.405099650652225,-3.7453369594515085,Metro,Los Angeles,Villaverde
210,141.0,28030.0,LACOMA,14.0,40.485015026073626,-3.7230455415502233,Metro,Pavones,Moratalaz
211,141.0,28030.0,AVDA. DE LA ILUSTRACION,14.0,40.48010261154569,-3.718398252218656,Metro,Pavones,Moratalaz
212,27.0,28045.0,VALDEZARZA,2.0,40.46482353283604,-3.715972126851418,Metro,Atocha,Arganzuela
213,164.0,28033.0,COLOMBIA,16.0,40.456339068325185,-3.6768242867748153,Metro,Pinar del Rey,Hortaleza
214,25.0,28045.0,DIEGO DE LEON,2.0,40.43235319427283,-3.674261712530584,Metro,Delicias,Arganzuela
